job_number,job_type,job_description,bldg_type,occ_init,occ_prop,occ_category,stories_init,stories_prop,zoningsft_init,zoningsft_prop,units_init,units_prop,units_net,units_complete,units_incomplete,co_earliest_effectivedate,co_latest_effectivedate,co_latest_certtype,co_latest_units,status,status_date,status_a,status_d,status_p,status_q,status_r,status_x,address_house,address_street,address,bin,bbl,boro,geo_address_house,geo_address_street,geo_address,geo_bin,geo_bbl,geo_boro,geo_cd,geo_ntacode2010,geo_censusblock2010,geo_csd,geo_council,x_dcpedited,x_mixeduse,x_inactive,x_outlier,x_geomsource,x_reason,latitude,longitude,geom,row_number
320441713,Alteration,"MISCELLANEOUS RENOVATIONS TO SUBDIVIDE: B-12 & B-14 FROM (2) APTS. TO (3) APTS: F-12& F-14 FROM (2) TO (3) APTS. SUBDIVIDE. B-2, B-5, C-5, D-5, E-5, EACH FROM (1) TO (2) APTS. TOTAL 7 NEW APTS. OBTAIN AMENDED CERTIFICATE CERTIFICATE OF OCCUPANCY.",OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,6,6,129126,129126,89,102,13,0,,,,,,Withdrawn,03/14/2012 12:00:00 AM,03/01/2012,03/01/2012,,,,,650,OCEAN AVE,650 OCEAN AVE,3117609,3051230005,Brooklyn,638,OCEAN AVENUE,638 OCEAN AVENUE,3117609,3051230005,3,314,BK42,51001,22,40,,,true,,BBL geosupport,,40.6468216313674,-73.9608345926005,0101000020E61000006C0560507E7D52C0BD881C0DCB524440,2
421418558,New Building,NEW 3 STORY RESIDENTIAL USE BUILDING.OBTAIN NEW C OF O.  SUPERSEDING OLD NB APPLICATION JOB#421177988.,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,3,0,2699,0,3,3,0,,,,,,Permit issued,04/18/2018 12:00:00 AM,01/12/2017,01/12/2017,06/09/2017,2017-06-30,07/18/2017,,65-17,110 STREET,65-17 110 STREET,4607537,4021860001,Queens,65-17,110 STREET,65-17 110 STREET,4000000,4021860001,4,406,QN17,747,28,29,,,false,,BBL geosupport,,40.7318512109536,-73.8461307102105,0101000020E6100000B71F6C01277652C0BB4AEC4CAD5D4440,2
421392754,New Building,"NEW 3 STORY 2 FAMILY DWELLING.OBTAIN NEW C OF O.  SUPERSEDING OLD NB APPLICATION, JOB#421152148",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1617,0,2,2,0,,,,,,Permit issued,04/09/2018 12:00:00 AM,01/12/2017,01/12/2017,06/09/2017,2017-06-30,07/18/2017,,65-19,110 STREET,65-19 110 STREET,4607538,4021860131,Queens,65-17,110 STREET,65-17 110 STREET,4000000,4021860001,4,406,QN17,747,28,29,,,false,,BBL geosupport,,40.7318512109536,-73.8461307102105,0101000020E6100000B71F6C01277652C0BB4AEC4CAD5D4440,2
321828983,Alteration,"CONVERT BASEMENT FROM RECREATION AND 2-CAR GARAGE TO COMMUNITY FACILITY (DAYCARE).  CONVERT FIRST FLOOR FROM 1-FAMILY TO 2-FAMILY DWELLING.  SECOND FLOOR TO REMAIN AS 2 FAMILY (NO WORK TO BE DONE).  THIS WILL ADDRESS ECB VIOLATIONS 34634327H, 34748408P, AND 34519818Z.",OTHERS,Garage/Miscellaneous,Garage/Miscellaneous,Residential,3,3,3573,3573,3,4,1,0,,,,,,In progress (last plan disapproved),10/31/2018 12:00:00 AM,08/31/2018,08/31/2018,,,,,651,HAWTHORNE STREET,651 HAWTHORNE STREET,3107379,3048180064,Brooklyn,651,HAWTHORNE STREET,651 HAWTHORNE STREET,3107379,3048180064,3,309,BK60,87401,17,41,,,false,,BBL geosupport,,40.6588089627919,-73.9386573962091,0101000020E610000074B778F6127C52C05FC022DA53544440,2
421418567,New Building,NEW 3 STORY RESIDENTIAL USE BUILDING.OBTAIN NEW C OF O.  SUPERSEDING OLD NB APPLICATION JOB#421177997.,1-2-3 FAMILY,Empty Lot,Residential: Multi-Family,Residential,0,3,0,2699,0,3,3,0,,,,,,Permit issued,04/18/2018 12:00:00 AM,01/12/2017,01/12/2017,06/09/2017,2017-07-05,07/18/2017,,65-21,110 STREET,65-21 110 STREET,4607539,4021860133,Queens,65-21,110 STREET,65-21 110 STREET,4000000,4021860133,4,406,QN17,747,28,29,,,false,,BBL geosupport,,40.731734467868,-73.8460709136294,0101000020E6100000A8089E06267652C0AC6C9C79A95D4440,2
320824747,Alteration,TO CONVERT EXISTING 2 FAMILY DWELLING AND ONE CAR GARAGE INTO A THREE FAMILY AND ONE CAR GARAGE,1-2-3 FAMILY,Garage/Miscellaneous,Garage/Miscellaneous,Residential,3,3,3630,3630,02,03,1,0,,,,,,Permit issued,07/17/2014 12:00:00 AM,01/16/2014,01/21/2014,01/29/2014,2014-07-17,,,652,EAST 79 STREET,652 EAST 79 STREET,3223531,3079830166,Brooklyn,652,EAST 79 STREET,652 EAST 79 STREET,3223531,3079830166,3,318,BK50,950,18,46,,,false,,BBL geosupport,,40.6371397274573,-73.9167950263251,0101000020E6100000EACC0BC5AC7A52C0AF346ACB8D514440,2
321184810,New Building,PROPOSED 4 STORY RESIDENTIAL NEW BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,5162,0,7,7,0,,,,,,Permit issued,05/09/2018 12:00:00 AM,02/16/2017,02/17/2017,10/18/2017,2018-05-04,,,652,MADISON STREET,652 MADISON STREET,3045201,3016460011,Brooklyn,652,MADISON STREET,652 MADISON STREET,3045201,3016460011,3,303,BK35,293,16,36,,,false,,BBL geosupport,,40.6866149712646,-73.9320688275897,0101000020E61000009B070304A77B52C04243D7FFE2574440,2
420658032,New Building,BUILD IT BACK APP-002510. CONSTRUCTION OF A TWO (2) FAMILY DWELLING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2288,0,2,2,0,,,,,,In progress (last plan disapproved),08/26/2016 12:00:00 AM,08/22/2016,08/22/2016,,,,,65-40,BAYFIELD AVENUE,65-40 BAYFIELD AVENUE,4302420,4160190004,Queens,65-40,BAYFIELD AVENUE,65-40 BAYFIELD AVENUE,4302420,4160190004,4,414,QN12,964,27,31,,,false,,BBL geosupport,,40.5992695993865,-73.7963907576357,0101000020E610000070B8F010F87252C0156DC1DDB44C4440,2
421311636,New Building,"PROVIDE TWO-FAMILY NEW BUILDING. EXISTING CONC. FOOTING, FOUNDATION, AND PARTY WALL TO REMAIN. THE NEW BUILDING PLAN IS BASE ON APPROVED PLAN IN 2005 JOB NO. 402196440. OBTAINING NEW CERTIFICATION OF OCCUPANCY.",1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,1878,0,2,2,0,,,,,,Withdrawn,04/15/2016 12:00:00 AM,04/07/2016,04/07/2016,,,,,65-61,HULL AVENUE,65-61 HULL AVENUE,4054849,4023790009,Queens,65-61,HULL AVENUE,65-61 HULL AVENUE,4054849,4023790009,4,405,QN30,511,24,30,,,false,,BBL geosupport,,40.7265786808356,-73.8993929014254,0101000020E61000001E783EA78F7952C06C14BC87005D4440,2
420662072,New Building,NYC BIB APP-011228. NEW 2 STORY MODULAR DETACHED SINGLE FAMILY HOME (BY OTHERS) ON OPEN FOUNDATION W/ HELICAL PILES.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,863,0,1,1,1,0,2018-12-26,2018-12-26,T- TCO,1,Complete,09/19/2018 12:00:00 AM,07/27/2017,07/27/2017,02/05/2018,2018-02-23,06/14/2018,,657,HIGHLAND PLACE,657 HIGHLAND PLACE,4464785,4163500300,Queens,657,HIGHLAND PLACE,657 HIGHLAND PLACE,4464785,4163500300,4,414,QN10,91601,27,32,,,false,,BBL geosupport,,40.5616566609373,-73.9181831484661,0101000020E61000009A994083C37A52C034278F5DE4474440,2
320212337,New Building,NEW 3 STORY BUILDING. NEW 15' CURB CUT ON THE SW SIDE OF BATH AVENUE. NEW 15' CURB CUT ON THE SE SIDE OF BAY 46TH STREET.,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,1331,0,2,2,0,,,,,,Permit issued,10/09/2013 12:00:00 AM,09/09/2010,09/10/2010,01/07/2013,2013-10-09,,,65,BAY 46 STREET,65 BAY 46 STREET,3425986,3069010034,Brooklyn,65,BAY 46 STREET,65 BAY 46 STREET,3000000,3069010034,3,313,BK26,306,21,47,,,true,,BBL geosupport,,40.5909500806098,-73.985843393057,0101000020E6100000140AE30E187F52C0D1E49240A44B4440,2
320270979,Alteration,CONVERT EXISTING 8 FAMILY INTO 13 FAMILY,OTHERS,Residential,Residential: Multi-Family,Residential,4,4,10512,10512,8,13,5,5,0,2013-04-23,2013-04-23,C- CO,13,Complete,04/23/2013 12:00:00 AM,02/17/2011,02/22/2011,08/11/2011,2012-06-25,06/25/2012,04/23/2013,662,PARK PL.,662 PARK PL.,3031406,3012380018,Brooklyn,662,PARK PLACE,662 PARK PLACE,3031406,3012380018,3,308,BK61,219,17,35,,,false,,BBL geosupport,,40.6737535055645,-73.9560580838688,0101000020E6100000BCD23E0E307D52C083FB0B8E3D564440,2
421147075,Alteration,HEREWITH FILED TO CONVERT EXISTING TWO STORY GROUND FLOOR COMMERCIAL AND RESIDENTIAL BUILDING INTO FOUR FAMILY. OBTAIN NEW C OF O. FILED IN CONJUNCTION WITH ALT2# 402314492.,OTHERS,Residential: 1 & 2 Family,Residential: Multi-Family,Residential,2,2,2912,2912,2,4,2,0,,,,,,Permit issued,05/04/2016 12:00:00 AM,04/15/2015,04/15/2015,08/05/2015,2016-05-04,05/04/2016,,662,WOODWARD AVENUE,662 WOODWARD AVENUE,4082905,4034670046,Queens,662,WOODWARD AVENUE,662 WOODWARD AVENUE,4082905,4034670046,4,405,QN20,547,24,34,,true,false,,BBL geosupport,,40.7052787917867,-73.9067825350324,0101000020E610000012239DB9087A52C0A2A45093465A4440,2
320186188,Alteration,CONVERT TWO FAMILY BUILDING TO THREE FAMILY DWELLING. OBTAIN NEW C.O.,1-2-3 FAMILY,Residential,Residential: Multi-Family,Residential,2,2,2400,2611,2,3,1,0,,,,,,Withdrawn,09/07/2010 12:00:00 AM,07/06/2010,07/06/2010,,,,,6705,7TH AVENUE,6705 7TH AVENUE,3144895,3058580008,Brooklyn,6705,7 AVENUE,6705 7 AVENUE,3144895,3058580008,3,310,BK30,12801,20,43,,,true,,BBL geosupport,,40.6321279117807,-74.0152953571046,0101000020E6100000DFA26099FA8052C055FE4191E9504440,2
321622302,New Building,PROPOSED NEW 4 STORY 6 FAMILY BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,4111,0,6,6,0,,,,,,In progress,03/08/2018 12:00:00 AM,03/07/2018,03/07/2018,,,,,670,EAST 32 STREET,670 EAST 32 STREET,3114020,3050060071,Brooklyn,670,EAST 32 STREET,670 EAST 32 STREET,3114020,3050060071,3,317,BK42,786,22,45,,,false,,BBL geosupport,,40.634675071044,-73.9462122245114,0101000020E610000087D6B7BD8E7C52C034DC60083D514440,2
321540677,Alteration,TO CONVERT BAS'MT TO A CLASS A DWELLING AND NEW PLUMBING FIXTURE ON EX- ROUGHING AND TO OBTAIN A NEW C OF O SEE PLAN,1-2-3 FAMILY,Residential: 1 & 2 Family,Residential: 1 & 2 Family,Residential,3,3,1762,1762,1,2,1,0,,,,,,In progress (last plan disapproved),08/07/2017 12:00:00 AM,08/07/2017,08/07/2017,,,,,673,EAST 38 STREET,673 EAST 38 STREET,3113258,3049850086,Brooklyn,673,EAST 38 STREET,673 EAST 38 STREET,3113258,3049850086,3,317,BK91,782,22,45,,,false,,BBL geosupport,,40.6388663629246,-73.9402838953134,0101000020E6100000E7D4809C2D7C52C041A37B5FC6514440,2
420954444,New Building,TO ERECT NEW 2 STORY PLUS CELLAR 2 FAMILY DWELLING.PLEASE NOTE LOT 54 IN PENDING ON ADDRESS 68-04 59 DRIVE & LOT 53 WILL BE UNDER ADDRESS 68-02 59 DRIVE,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2247,0,2,2,2,0,2016-12-16,2016-12-16,C- CO,2,Complete,12/16/2016 12:00:00 AM,03/06/2014,03/06/2014,10/01/2014,2014-10-29,04/15/2015,12/16/2016,68-04,59 DRIVE,68-04 59 DRIVE,4614394,4027790053,Queens,68-04,59 DRIVE,68-04 59 DRIVE,4614394,4027790054,4,405,QN21,66701,24,30,,,false,,BBL geosupport,,40.7215216234997,-73.8938018568223,0101000020E6100000F809B40C347952C0DA2410D25A5C4440,2
421424514,Alteration,"CONVERT EXISTING ONE FAMILY TO TWO FAMILY  HOUSE WITH VERTICAL & HORIZONTAL ENLARGEMENT, INTERIOR RENOVATION OF PARTITION WORKS, AND PLUMBING WORKS AS PER PLAN HEREWITH. TO GET NEW C. OF O.",1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,1,2,930,2348,1,2,1,1,0,2018-05-18,2018-05-18,C- CO,2,Complete,05/18/2018 12:00:00 AM,03/09/2017,03/09/2017,05/01/2017,2017-05-05,05/09/2017,05/18/2018,69-31,CLOVERDALE BLVD.,69-31 CLOVERDALE BLVD.,4163865,4076860062,Queens,69-31,CLOVERDALE BOULEVARD,69-31 CLOVERDALE BOULEVARD,4163865,4076860062,4,411,QN42,1377,26,23,,,false,,BBL geosupport,,40.7441678836958,-73.7479021182431,0101000020E6100000A49DD8A0DD6F52C07D9AA9E4405F4440,2
320596949,New Building,"PROPOSED A 4-STORY , 8-FAMILY NEW BUILDING WITH CELLAR, MEZANNINE AND PENTHOUSE.",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,5849,0,8,8,0,,,,,,In progress (last plan disapproved),11/16/2015 12:00:00 AM,12/01/2014,12/02/2014,,,,,701,LAFAYETTE AVENUE,701 LAFAYETTE AVENUE,3049850,3017860071,Brooklyn,701,LAFAYETTE AVENUE,701 LAFAYETTE AVENUE,3049850,3017860071,3,303,BK75,261,16,36,,,false,,BBL geosupport,,40.6908345686024,-73.9450746436008,0101000020E6100000D4A25B1A7C7C52C0018C63446D584440,2
421649871,New Building,THIS JOB IS FILED TO SUPERCEDE EXPIRED APPLICATION #421252628 TO ERECT NEW 10-STORY MIXED-USE BUILDING.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,10,0,108441,0,90,90,0,,,,,,In progress,10/22/2018 12:00:00 AM,06/26/2018,06/26/2018,10/22/2018,,,,70-40,45 AVENUE,70-40 45 AVENUE,4607500,4013520009,Queens,70-40,45 AVENUE,70-40 45 AVENUE,4607500,4013520009,4,402,QN50,485,24,26,,true,false,,BBL geosupport,,40.7402789092355,-73.8932498124676,0101000020E610000037ED42012B7952C0E88A9475C15E4440,2
220349111,Alteration,"CONVERSION OF 5FAMILY TO 6 FAMILY BUILDING,EXISTING BASEMENT APARTMENT",OTHERS,Residential: Multi-Family,Residential: Multi-Family,Residential,3,3,4865,4865,5,6,1,0,,,,,,In progress (last plan disapproved),12/02/2015 12:00:00 AM,12/12/2013,12/12/2013,,,,,707,EAST 189TH STREET,707 EAST 189TH STREET,2012606,2030910097,Bronx,707,EAST 189 STREET,707 EAST 189 STREET,2012606,2030910097,2,206,BX06,389,10,15,,,false,,BBL geosupport,,40.8563637418341,-73.8832510800819,0101000020E6100000F1C6892F877852C02A54BC539D6D4440,2
321192847,Alteration,CONVERT EXISTING TWO(2)DWELLING UNITS INTO THREE (3)DWELLING UNITS. PROPOSED HORIZONTAL & VERTICAL EXTENSION AT EXISTING THREE (3)-STORY BRICK BUILDING.OBTAIN NEW CERTIFICATE OF OCCUPANCY.,1-2-3 FAMILY,Residential: 1 & 2 Family,Residential: Multi-Family,Residential,4,4,2660,3592,2,3,1,0,,,,,,Withdrawn,08/15/2016 12:00:00 AM,08/15/2016,,,,,,708,HALSEY ST,708 HALSEY ST,3422221,3016680012,Brooklyn,708,HALSEY STREET,708 HALSEY STREET,3422221,3016680012,3,303,BK35,383,16,41,,,false,,BBL geosupport,,40.6843739623202,-73.9254699415992,0101000020E61000005F2647E63A7B52C01E33E59099574440,2
321397868,Alteration,APPLICATION HEREBY FILED PROPOSING A HORIZONTAL AND VERTICAL ENLARGEMENT OF AN EXISTING 3 STORY BUILDING AS PER PLANS FILED.,OTHERS,Residential: 1 & 2 Family,Residential: Multi-Family,Residential,3,7,7490,7490,2,4,2,0,,,,,,Permit issued,10/29/2018 12:00:00 AM,07/12/2016,07/12/2016,08/31/2017,2018-08-16,,,709,EMPIRE BOULEVARD,709 EMPIRE BOULEVARD,3038367,3014220061,Brooklyn,709,EMPIRE BOULEVARD,709 EMPIRE BOULEVARD,3038367,3014220061,3,309,BK63,331,17,35,,,false,,BBL geosupport,,40.6641238279886,-73.9386887025193,0101000020E61000007D9CC779137C52C04ADA740202554440,2
121181416,Alteration,SEE SECTION 24,OTHERS,Commercial,Residential: Multi-Family,Residential,66,66,931126,931126,1,777,776,778,0,2015-10-26,2018-11-26,T- TCO,779,Complete,12/05/2018 12:00:00 AM,12/14/2011,12/16/2011,12/07/2012,2013-07-01,07/02/2013,,70,PINE STREET,70 PINE STREET,1001007,1000410001,Manhattan,66,PINE STREET,66 PINE STREET,1001007,1000417504,1,101,MN25,7,02,01,,,false,,BBL geosupport,,40.7064644300145,-74.0077142773602,0101000020E61000005A3E06647E8052C091592B6D6D5A4440,2
520060246,New Building,CONSTRUCT A NEW THREE STORY MULTIPLE DWELLING (87 UNITS) WITH ACCESSORY PARKING FOR 114 CARS. ON/OFF SITE FILL REQUIRED. FILED FOR BSA OBJECTION ONLY.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,3,0,115250,0,87,87,0,,,,,,In progress (last plan disapproved),03/04/2011 12:00:00 AM,02/25/2011,03/02/2011,,,,,70,TENNYSON DRIVE,70 TENNYSON DRIVE,5170211,5052120037,Staten Island,,,,,,,,,,,,,,true,,BBL DOB,,40.5415721335681,-74.1434581455545,0101000020E610000019E0126B2E8952C0C40C553C52454440,2
321307670,Alteration,CONVERT EXISTING 1-FAMILY HOUSE TO 2-FAMILY HOUSE WITH HORIZONTAL ENLARGEMENT. GENERAL CONSTRUCTION & PLUMBING WORK AS PER PLAN FILE HEREWITH. AMEND CERTIFICATE OF OCCUPANCY.,1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,3,3,1314,2344,1,2,1,0,,,,,,In progress (last plan disapproved),09/13/2017 12:00:00 AM,05/18/2016,05/18/2016,,,,,7103,17 AVE,7103 17 AVE,3157861,3061820009,Brooklyn,7103,17 AVENUE,7103 17 AVENUE,3157861,3061820009,3,311,BK28,264,20,43,,,false,,BBL geosupport,,40.6168271040209,-73.9958865756028,0101000020E6100000502F0C9BBC7F52C02F87C730F44E4440,2
320625007,New Building,CONSTRUCT NEW FOUR (4) STORY WITH PENTHOUSE RESIDENTIAL BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,5526,0,8,8,0,,,,,,In progress (last plan disapproved),12/18/2015 12:00:00 AM,05/12/2015,05/15/2015,,,,,713,SNEDIKER AVENUE,713 SNEDIKER AVENUE,3827102,3038740016,Brooklyn,713,SNEDIKER AVENUE,713 SNEDIKER AVENUE,3000000,3038740016,3,305,BK82,1098,19,42,,,false,,BBL geosupport,,40.6572431852595,-73.8976506867766,0101000020E610000000BCDD1B737952C0B31A718B20544440,2
420172075,Alteration,TO OBTAIN A NEW CERTIFICATE OF OCCUPANCY FOR EXISTING MIXED USE BUILDING.,OTHERS,Residential,Residential: Multi-Family,Residential,3,3,11695,11695,7,8,1,0,,,,,,Withdrawn,05/03/2010 12:00:00 AM,04/08/2010,04/08/2010,,,,,715,BEACH 20 STREET,715 BEACH 20 STREET,4437271,4157500033,Queens,715,BEACH 20 STREET,715 BEACH 20 STREET,4437271,4157500033,4,414,QN15,100802,27,31,,true,true,,BBL geosupport,,40.6021283592566,-73.7536454317052,0101000020E61000000A7D0CBA3B7052C02680C58A124D4440,2
320627504,Alteration,"EXISTING 4 STORY MIXED USE TO BE ENLARGED INTO 5 STORY, 9-FAMILY BUILDING",OTHERS,Residential,Residential: Multi-Family,Residential,4,5,4207,5991,2,9,7,7,0,2016-10-14,2016-10-28,C- CO,9,Complete,10/28/2016 12:00:00 AM,09/23/2014,09/24/2014,05/07/2015,2015-07-23,08/28/2015,10/28/2016,716,NOSTRAND AVENUE,716 NOSTRAND AVENUE,3031211,3012330044,Brooklyn,716,NOSTRAND AVENUE,716 NOSTRAND AVENUE,3031211,3012330044,3,308,BK61,31701,17,36,,true,false,,BBL geosupport,,40.6741332137784,-73.9504010902842,0101000020E61000009C36185FD37C52C0AE2945FF49564440,2
321140047,Alteration,"PROPOSED ALTERATION 1 TO CONVERT FROM THREE TO FOUR FAMILY DWELLING, NEW CO WILL BE OBTAINED THIS ALTERATION IS FILED IN CONJUCTION WITH #320988268*",OTHERS,Residential,Residential: Multi-Family,Residential,4,4,3067,3598,3,4,1,0,,,,,,Withdrawn,11/12/2015 12:00:00 AM,06/03/2015,06/16/2015,,,,,716,QUINCY STREET,716 QUINCY STREET,3044510,3016310021,Brooklyn,716,QUINCY STREET,716 QUINCY STREET,3044510,3016310021,3,303,BK35,293,16,36,,,false,,BBL geosupport,,40.6889271454221,-73.9314963599348,0101000020E6100000D890E8A29D7B52C00D75C3C32E584440,2
320625445,New Building,"PROPOSED 3 STORY, MEZZANINES AND CELLAR RESIDENTIAL BUILDING TOTAL OF 6 DWELLING",OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,3,0,4353,0,6,6,0,,,,,,In progress (last plan disapproved),08/19/2015 12:00:00 AM,06/09/2015,06/10/2015,,,,,717,SUTTER AVENUE,717 SUTTER AVENUE,3828750,3037580001,Brooklyn,717,SUTTER AVENUE,717 SUTTER AVENUE,3000000,3037580001,3,305,BK85,1158,19,42,,,false,,BBL geosupport,,40.6699508766669,-73.892144449242,0101000020E6100000573308E5187952C0FA9A48F3C0554440,2
320746608,New Building,APPLICATION HEREBY FILED TO PROPOSE A NEW 2 STORY AND ATTIC BUILDING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,2,0,2409,0,2,2,0,,,,,,Withdrawn,10/01/2013 12:00:00 AM,04/23/2013,04/23/2013,,,,,7212,AVENUE W,7212 AVENUE W,3238194,3084500040,Brooklyn,7212,AVENUE W,7212 AVENUE W,3238194,3084500040,3,318,BK45,706,22,46,,,true,,BBL geosupport,,40.6170835200405,-73.9025387290585,0101000020E61000007D2BCD31C37952C0BABCC097FC4E4440,2
320255497,Alteration,LEGALIZE 1-STORY EXTENSION TO REAR. CONVERT FROM 2-FAMILY TO 3-FAMILY DWELLING.,1-2-3 FAMILY,Residential,Residential: Multi-Family,Residential,3,3,1980,2499,2,3,1,0,,,,,,Withdrawn,05/25/2011 12:00:00 AM,12/30/2010,12/30/2010,,,,,721,HENDRIX STREET,721 HENDRIX STREET,3096871,3043060070,Brooklyn,721,HENDRIX STREET,721 HENDRIX STREET,3096871,3043060070,3,305,BK85,1122,19,42,,,true,,BBL geosupport,,40.6637536757577,-73.8866122017792,0101000020E610000011B81A41BE7852C04DFD64E1F5544440,2
421545634,New Building,NEW THREE STORY DUPLEX TWO FAMILY DWELLING,1-2-3 FAMILY,Empty Lot,Residential: 1 & 2 Family,Residential,0,3,0,2373,0,2,2,0,,,,,,Withdrawn,08/28/2017 12:00:00 AM,08/28/2017,,,,,,72-33,CALDWELL AVENUE,72-33 CALDWELL AVENUE,4063261,4028200107,Queens,72-33,CALDWELL AVENUE,72-33 CALDWELL AVENUE,4000000,4028200207,4,405,QN30,495,24,30,,,false,,BBL geosupport,,40.7248855236455,-73.8875863730361,0101000020E610000031241337CE7852C05CB3800CC95C4440,2
320396273,New Building,PROPOSED TO ERECT NEW SEVEN (7) STORY BUILDING.,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,7,0,18193,0,8,8,0,,,,,,Withdrawn,12/16/2011 12:00:00 AM,11/17/2011,11/17/2011,,,,,724,BEDFORD AVENUE,724 BEDFORD AVENUE,3392368,3022620030,Brooklyn,724,BEDFORD AVENUE,724 BEDFORD AVENUE,3392368,3022620030,3,301,BK72,537,14,33,,,true,,BBL geosupport,,40.699184180933,-73.9573753156698,0101000020E610000029B31DA3457D52C06D7E03DE7E594440,2
421601591,Alteration,"PROPOSED CONVERSION OF ONE FAMILY TO TWO FAMILY DWELLING UNITS OF AN EXISTING 2-STORY, REAR EXTENSION WITH INTERIOR PARTITIONS, PLUMBING, MECHANICAL WORKS, AND OBTAIN NEW C OF O.",1-2-3 FAMILY,Residential,Residential: 1 & 2 Family,Residential,2,2,1232,1518,1,2,1,0,,,,,,Withdrawn,09/11/2018 12:00:00 AM,06/04/2018,06/04/2018,,,,,7-25,130TH STREET,7-25 130TH STREET,4096892,4039820060,Queens,7-25,130 STREET,7-25 130 STREET,4096892,4039820060,4,407,QN49,945,25,19,,,false,,BBL geosupport,,40.7897759880071,-73.8378365571504,0101000020E6100000AA16391D9F7552C011D42B6117654440,2
321012266,New Building,PROPOSED NEW 4 STORY COMMUNITY FACILITY AND RESIDENTIAL BUILDING.,OTHERS,Empty Lot,Residential: 1 & 2 Family,Residential,0,4,0,3996,0,2,2,0,,,,,,Permit issued,09/08/2017 12:00:00 AM,10/27/2014,10/27/2014,08/12/2016,2016-09-29,,,725,58TH STREET,725 58TH STREET,3015911,3008500069,Brooklyn,725,58 STREET,725 58 STREET,3015911,3008500069,3,307,BK34,104,20,38,,true,false,,BBL geosupport,,40.6377074131749,-74.0096898897614,0101000020E610000024E857C29E8052C065008265A0514440,2
321053195,New Building,PROPOSED NEW BUILDING,OTHERS,Empty Lot,Residential: Multi-Family,Residential,0,4,0,4811,0,7,7,0,,,,,,Withdrawn,05/09/2015 12:00:00 AM,10/28/2014,10/28/2014,,,,,726,MONROE STREET,726 MONROE STREET,3045004,3016420037,Brooklyn,726,MONROE STREET,726 MONROE STREET,3045004,3016420037,3,303,BK35,385,16,36,,,false,,BBL geosupport,,40.6878776652628,-73.9275912159158,0101000020E6100000931A8CA75D7B52C0EEF915600C584440,2
320595619,New Building,"THIS APPLICATION IS FILED TO BUILD 4 STORY, TWO FAMILY DWELLING AND A COMMERCIAL FLOOR.",OTHERS,Empty Lot,Residential: 1 & 2 Family,Residential,0,4,0,2911,0,2,2,2,0,2017-12-27,2017-12-27,C- CO,2,Complete,12/27/2017 12:00:00 AM,03/19/2014,05/13/2014,12/10/2014,2015-05-21,01/07/2016,12/27/2017,727,WASHINGTON AVENUE,727 WASHINGTON AVENUE,3399134,3011670007,Brooklyn,727,WASHINGTON AVENUE,727 WASHINGTON AVENUE,3399134,3011670007,3,308,BK64,215,17,35,,,false,,BBL geosupport,,40.6750788899528,-73.9630171908658,0101000020E61000004610DB12A27D52C09A482DFC68564440,2
320612574,Alteration,CONVERT COMMERCIAL BUILDING TO RESIDENTIAL USE AS PER PLANS FILED. ADD REAR EXTENSION TO THE EXISTING 1ST FLOOR. OBTAIN NEW C OF O.,OTHERS,Commercial,Residential: Multi-Family,Residential,5,5,28527,28527,0,30,30,30,0,2015-10-16,2016-03-28,C- CO,30,Complete,03/28/2016 12:00:00 AM,09/30/2013,10/02/2013,07/30/2014,2014-11-14,01/07/2015,03/28/2016,72,WILLOUGHBY STREET,72 WILLOUGHBY STREET,3000410,3001520029,Brooklyn,72,WILLOUGHBY STREET,72 WILLOUGHBY STREET,3000410,3001520028,3,302,BK38,11,13,33,,true,false,,BBL geosupport,,40.6919602124494,-73.9858018800817,0101000020E610000053D2C460177F52C0394DF92692584440,2
